Code Barre;Référence;Montant prix achat;Désignation;Quantité;Tva;Montant prix moyen;Prix de vente Gros;Prix de vente Min;Date d'éxpiration
3760070491531;ART00012698;0,00;CREME PIEDS OE HYDRA;0;19,00;0,00;0,00;0,00;
6281006404113;ART00023289;0,00;CREME POND'S AGE MIR;0;19,00;0,00;0,00;0,00;
6281006404007;ART00023286;0,00;CREME POND'S NUIT;0;19,00;0,00;0,00;0,00;
6281006404106;ART00023288;0,00;CREME POND'S NUIT;0;19,00;0,00;0,00;0,00;
6281006403987;ART00023285;0,00;CREME POND'S WHITE;0;19,00;0,00;0,00;0,00;
6281006404090;ART00023287;0,00;CREME POND'S YEUX;0;19,00;0,00;0,00;0,00;
5410291314710;ART00015972;0,00;CREME PRALINUTTA750G;0;19,00;0,00;0,00;0,00;
3228022040201;ART00007941;0,00;CREME PRESIDENT AZ;0;19,00;0,00;0,00;0,00;
3228021000145;ART00007923;0,00;CREME PRESIDENT CAM;0;19,00;0,00;0,00;0,00;
3228022040195;ART00007940;0,00;CREME PRESIDENT/CURA;0;19,00;0,00;0,00;0,00;
6130579000058;ART00019411;0,00;CREME QUICK COCO130M;0;19,00;0,00;0,00;0,00;
3263854117813;ART00008731;0,00;CREME RECURER L.PRIC;0;19,00;0,00;0,00;0,00;
3574660437270;ART00010996;0,00;CREME RIDE ROC FILLE;0;19,00;0,00;0,00;0,00;
6130335302105;ART00018446;0,00;CREME RIVIERA ALOE V;0;19,00;0,00;0,00;0,00;
6130335302020;ART00018445;0,00;CREME RIVIERA AMANDE;0;19,00;0,00;0,00;0,00;
3574660042245;ART00010946;0,00;CREME ROC ECRAN BÉBE;0;19,00;0,00;0,00;0,00;
3574660189865;ART00010973;0,00;CREME ROC FORTIFY JO;0;19,00;0,00;0,00;0,00;
3574660189896;ART00010974;0,00;CREME ROC FORTIFY JO;0;19,00;0,00;0,00;0,00;
3574660459265;ART00010998;0,00;CREME ROC MULTI COR;0;19,00;0,00;0,00;0,00;
3574660694338;ART00011016;0,00;CREME ROC MULTI CORR;0;19,00;0,00;0,00;0,00;
3574660347487;ART00010993;0,00;CREME ROC RETIN-OX;0;19,00;0,00;0,00;0,00;
3574660060539;ART00010950;0,00;CREME ROC T/ ACTION;0;19,00;0,00;0,00;0,00;
6130583010050;ART00019417;0,00;CREME SAFIR;0;19,00;0,00;0,00;0,00;
6130583010241;ART00019420;0,00;CREME SAFIR 45ML;0;19,00;0,00;0,00;0,00;
8710402196141;ART00029727;0,00;CREME SANEX 200ML;0;19,00;0,00;0,00;0,00;
6132507371032;6132507371032;0,00;CREME SAV CREVETTE;0;19,00;0,00;0,00;0,00;
6132507371049;6132507371049;0,00;CREME SAV CREVETTE;0;19,00;0,00;0,00;0,00;
6132507371056;6132507371056;0,00;CREME SAV MEXICAINE;0;19,00;0,00;0,00;0,00;
5038483258156;ART00015489;0,00;CREME SCHOLL;0;19,00;0,00;0,00;0,00;
5038483669969;ART00015492;0,00;CREME SCHOLL;0;19,00;0,00;0,00;0,00;
5038483254226;ART00015488;0,00;CREME SCHOLL 7JOURS;0;19,00;0,00;0,00;0,00;
4015600849795;ART00014515;0,00;CREME SHOULDERS/100M;0;19,00;0,00;0,00;0,00;
4015600851200;ART00014517;0,00;CREME SHOULDERS/200;0;19,00;0,00;0,00;0,00;
6130579000331;ART00019416;0,00;CREME SIMBEL TUBE;0;19,00;0,00;0,00;0,00;
8410757952415;ART00027068;0,00;CREME S'NONAS ARGAN;0;19,00;0,00;0,00;0,00;
8410757951227;ART00027065;0,00;CREME SNONAS FRUIT;0;19,00;0,00;0,00;0,00;
8410757950749;ART00027061;0,00;CREME S'NONAS HY BLE;0;19,00;0,00;0,00;0,00;
8410757950725;ART00027060;0,00;CREME S'NONAS HYDRA;0;19,00;0,00;0,00;0,00;
8410757951210;ART00027064;0,00;CREME S'NONAS MAIN;0;19,00;0,00;0,00;0,00;
2004040501921;ART00002723;0,00;CREME S'NONAS ROSE;0;19,00;0,00;0,00;0,00;
8410757001045;ART00027026;0,00;CREME SNONAS VERA;0;19,00;0,00;0,00;0,00;
6130760000133;ART00020068;0,00;CREME SOUMMAM;0;19,00;0,00;0,00;0,00;
3600520135366;ART00011143;0,00;CREME STUDIO 2;0;19,00;0,00;0,00;0,00;
3600521135082;ART00011306;0,00;CREME STUDIO 3;0;19,00;0,00;0,00;0,00;
3600521288016;ART00011333;0,00;CREME STUDIO 4;0;19,00;0,00;0,00;0,00;
3600521780183;ART00011388;0,00;CREME STUDIO 4;0;19,00;0,00;0,00;0,00;
8690637026072;ART00028334;0,00;CREME SUNSILK CH SAI;0;19,00;0,00;0,00;0,00;
6281006450776;ART00023303;0,00;CREME SUNSILK CURLS;0;19,00;0,00;0,00;0,00;
8690521041600;ART00028138;0,00;CREME SUNSILK GM B;0;19,00;0,00;0,00;0,00;
8690521048845;ART00028139;0,00;CREME SUNSILK HOLIVE;0;19,00;0,00;0,00;0,00;
6281006450981;ART00023304;0,00;CREME SUNSILK PERFEC;0;19,00;0,00;0,00;0,00;
6281006451001;ART00023305;0,00;CREME SUNSILK REPAIR;0;19,00;0,00;0,00;0,00;
3215663280011;ART00007788;0,00;CREME SYERGIE P S;0;19,00;0,00;0,00;0,00;
3215663280028;ART00007789;0,00;CREME SYNERGIE P N;0;19,00;0,00;0,00;0,00;
4015000520737;ART00014249;0,00;CREME TAFT FLEX;0;19,00;0,00;0,00;0,00;
6194005420070;ART00022932;0,00;CREME TARTINER SAID;0;19,00;0,00;0,00;0,00;
3574660257557;ART00010983;0,00;CREME TEINTE ROC50+;0;19,00;0,00;0,00;0,00;
6191549204340;6191549204340;0,00;CREME TIRAMISU;0;19,00;0,00;0,00;0,00;
6130114001007;ART00032832;0,00;CREME TIRAMISU VAHINY 600G;0;19,00;0,00;0,00;0,00;
8711900023502;ART00029939;0,00;CREME TOPPING/CESSIB;0;19,00;0,00;0,00;0,00;
6133291000405;6133291000405;0,00;CREME TRAMISU  ROSA ;0;19,00;0,00;0,00;0,00;
3571940000452;ART00010934;0,00;CREME TRIO A;0;19,00;0,00;0,00;0,00;
3571940000407;ART00010933;0,00;CREME TRIO D;0;19,00;0,00;0,00;0,00;
3571940000537;ART00010935;0,00;CREME TRIO S;0;19,00;0,00;0,00;0,00;
830809001072;ART00001891;0,00;CREME TRUE COVER;0;19,00;0,00;0,00;0,00;
3228020160314;ART00007908;0,00;CREME UHT PESIDENT;0;19,00;0,00;0,00;0,00;
3660398001132;ART00012437;0,00;CREME URIAGE 60;0;19,00;0,00;0,00;0,00;
6291069708202;ART00023613;0,00;CREME VATIKA AMANDE;0;19,00;0,00;0,00;0,00;
6291069655100;ART00023598;0,00;CREME VATIKA CACTUS;0;19,00;0,00;0,00;0,00;
6291069655001;ART00023597;0,00;CREME VATIKA CITRON;0;19,00;0,00;0,00;0,00;
5022496100113;ART00015402;0,00;CREME VATIKA CITRON;0;19,00;0,00;0,00;0,00;
6291069701814;ART00023606;0,00;CREME VATIKA COCO;0;19,00;0,00;0,00;0,00;
6291069708196;ART00023612;0,00;CREME VATIKA COCO;0;19,00;0,00;0,00;0,00;
5022496100120;ART00015403;0,00;CREME VATIKA COCONUT;0;19,00;0,00;0,00;0,00;
6291069207439;ART00023586;0,00;CREME VATIKA COLOUR;0;19,00;0,00;0,00;0,00;
6291069207415;ART00023585;0,00;CREME VATIKA HAIR FA;0;19,00;0,00;0,00;0,00;
5022496103046;ART00015405;0,00;CREME VATIKA NOURIS;0;19,00;0,00;0,00;0,00;
6291069700817;ART00023600;0,00;CREME VATIKA OEUF;0;19,00;0,00;0,00;0,00;
3337871319533;ART00009247;0,00;CREME VECHY AQUALIA;0;19,00;0,00;0,00;0,00;
5000146009856;ART00014978;0,00;CREME VEET;0;19,00;0,00;0,00;0,00;
5000146980353;ART00014994;0,00;CREME VEET AMANDE100;0;19,00;0,00;0,00;0,00;
62200823797;ART00001293;0,00;CREME VEET DOUCHE;0;19,00;0,00;0,00;0,00;
62200823803;ART00001294;0,00;CREME VEET DOUCHE;0;19,00;0,00;0,00;0,00;
9300631115434;ART00031359;0,00;CREME VEET MEN;0;19,00;0,00;0,00;0,00;
3215774012303;ART00007856;0,00;CREME VEET NORMALE;0;19,00;0,00;0,00;0,00;
5011417544082;ART00015342;0,00;CREME VEET POMPE;0;19,00;0,00;0,00;0,00;
3059944021197;ART00005431;0,00;CREME VEET POMPE;0;19,00;0,00;0,00;0,00;
4002448039969;ART00013291;0,00;CREME VEET SENEITIVE;0;19,00;0,00;0,00;0,00;
3215774013300;ART00007857;0,00;CREME VEET TROCKENE;0;19,00;0,00;0,00;0,00;
6130024160054;ART00017560;0,00;CREME VENUS ANTI TAC;0;19,00;0,00;0,00;0,00;
6130024160917;ART00017602;0,00;CREME VENUS BLE;0;19,00;0,00;0,00;0,00;
6130024160184;ART00017562;0,00;CREME VENUS JOUR;0;19,00;0,00;0,00;0,00;
6130024160924;ART00017603;0,00;CREME VENUS KARITE;0;19,00;0,00;0,00;0,00;
3337871319557;ART00009248;0,00;CREME VICHY AQUALIA;0;19,00;0,00;0,00;0,00;
3337871320836;ART00009255;0,00;CREME VICHY CELLEBIO;0;19,00;0,00;0,00;0,00;
3337871320546;ART00009253;0,00;CREME VICHY LIFACIV;0;19,00;0,00;0,00;0,00;
3337871320539;ART00009252;0,00;CREME VICHY LIFACTIV;0;19,00;0,00;0,00;0,00;
3337871321017;ART00009256;0,00;CREME VICHY LIFTACTI;0;19,00;0,00;0,00;0,00;
3337871316105;ART00009242;0,00;CREME VICHY LIPOSYNE;0;19,00;0,00;0,00;0,00;
3337871321154;ART00009257;0,00;CREME VICHY NEOVADIO;0;19,00;0,00;0,00;0,00;
3337871321192;ART00009258;0,00;CREME VICHY NEOVADIO;0;19,00;0,00;0,00;0,00;
3600550190397;ART00012125;0,00;CREME VIVELLE DOP;0;19,00;0,00;0,00;0,00;
4015600721138;ART00014503;0,00;CREME WELLA COLOUR;0;19,00;0,00;0,00;0,00;
4015600721169;ART00014504;0,00;CREME WELLA FRIZZ;0;19,00;0,00;0,00;0,00;
5410488037026;ART00016014;0,00;CREME WHIPPY BOMBE;0;19,00;0,00;0,00;0,00;
3412290032215;ART00010102;0,00;CREME/FRAICHE PAYSAN;0;19,00;0,00;0,00;0,00;
8003180907956;ART00025371;0,00;CREME/RAICHE/MASTER;0;19,00;0,00;0,00;0,00;
6130114000529;ART00017971;0,00;CREME/TIRAMISU;0;19,00;0,00;0,00;0,00;
5704310105138;ART00016576;0,00;CREMME FRAICHE PUCK;0;19,00;0,00;0,00;0,00;
3600521859704;ART00011416;0,00;CREMÙE ELSEVE LISS I;0;19,00;0,00;0,00;0,00;
6132504490033;ART00021919;0,00;CREPE D'OR 6U;0;19,00;0,00;0,00;0,00;
6131367000014;6131367000014;0,00;CREPES RANIA MAISON;0;19,00;0,00;0,00;0,00;
6132066600024;6132066600024;0,00;CREPES SUCREES 8 PCS ;0;19,00;0,00;0,00;0,00;
6130212010949;ART00018014;0,00;CREPITO NOISETTE/CAC;0;19,00;0,00;0,00;0,00;
6130212010932;ART00018013;0,00;CREPITTO NOISETTE/CR;0;19,00;0,00;0,00;0,00;
8691066120034;8691066120034;0,00;CREPS ;0;19,00;0,00;0,00;0,00;
6132501441373;ART00021370;0,00;CRESSON ALENOISE ASI;0;19,00;0,00;0,00;0,00;
6130458000230;ART00018921;0,00;CRESYL NASSAH;0;19,00;0,00;0,00;0,00;
6133630000196;ART00022467;0,00;CRESYL NOIR AMIR/850;0;19,00;0,00;0,00;0,00;
8000250995226;ART00025030;0,00;CREUVETTE ENTIERE/40;0;19,00;0,00;0,00;0,00;
8906027801946;ART00031215;0,00;CREVETTE DECORTIQUEE;0;19,00;0,00;0,00;0,00;
6886800003144;6886800003144;0,00;CREVETTE DECORTIQUER 500G;0;19,00;0,00;0,00;0,00;
6132501372776;ART00021300;0,00;CREVETTE LA MAREE 10;0;19,00;0,00;0,00;0,00;
8437005973411;ART00027824;0,00;CREVETTE LA MAREE10/;0;19,00;0,00;0,00;0,00;
8421540045252;ART00027668;0,00;CREVETTE MAREE30-50;0;19,00;0,00;0,00;0,00;
6132501374244;ART00021302;0,00;CREVETTE MAREE80-120;0;19,00;0,00;0,00;0,00;
8000250996551;ART00033025;0,00;CREVETTE NAIK GRISE 1KG;0;19,00;0,00;0,00;0,00;
6886800002147;6886800002147;0,00;CREVETTE ROYAL 500G;0;19,00;0,00;0,00;0,00;
81;ART00000081;0,00;CREVETTE ROYALS 1KG;0;19,00;0,00;0,00;0,00;
6886800001645;ART00033026;0,00;CREVETTE SANT TETE 500G;0;19,00;0,00;0,00;0,00;
6886800001652;6886800001652;0,00;CREVETTES 500G ;0;19,00;0,00;0,00;0,00;
8000250995578;ART00025036;0,00;CREVETTES DECOR/1KG;0;19,00;0,00;0,00;0,00;
6133047010016;ART00022189;0,00;CREVETTES DECORT/450;0;19,00;0,00;0,00;0,00;
2;ART00000002;0,00;CREVETTES DECORT/500;0;19,00;0,00;0,00;0,00;
4;ART00000004;0,00;CREVETTES DECORTIQUE;0;19,00;0,00;0,00;0,00;
8000250995240;ART00025031;0,00;CREVETTES DECORTIQUE;0;19,00;0,00;0,00;0,00;
6932572800983;6932572800983;0,00;CREVETTES DECORTIQUE;0;19,00;0,00;0,00;0,00;
6886800002840;6886800002840;0,00;CREVETTES DECORTIQUEES 500G ;0;19,00;0,00;0,00;0,00;
6132501374022;ART00021301;0,00;CREVETTES ENTIERE 40;0;19,00;0,00;0,00;0,00;
8000250995004;ART00025028;0,00;CREVETTES PANEE;0;19,00;0,00;0,00;0,00;
4770190036214;ART00014883;0,00;CREVETTES PANEES 170;0;19,00;0,00;0,00;0,00;
82;ART00000082;0,00;CREVETTES ROYALES400;0;19,00;0,00;0,00;0,00;
89;ART00000089;0,00;CREVETTES ROYALS S/T;0;19,00;0,00;0,00;0,00;
6886800001508;ART00023741;0,00;CREVETTES SANS/TETE1;0;19,00;0,00;0,00;0,00;
8906027801939;ART00031214;0,00;CREVETTES/DEC60/80;0;19,00;0,00;0,00;0,00;
6886800001768;ART00023742;0,00;CREVETTES/DECO/500G;0;19,00;0,00;0,00;0,00;
8008620052609;ART00026022;0,00;CRICH WAFERS/250G;0;19,00;0,00;0,00;0,00;
8008620052623;ART00026024;0,00;CRICH WAFERS/250G;0;19,00;0,00;0,00;0,00;
8008620052630;ART00026025;0,00;CRICH WAFERS/250G;0;19,00;0,00;0,00;0,00;
8008620052647;ART00026026;0,00;CRICH WAFERS/250G;0;19,00;0,00;0,00;0,00;
8008620052654;ART00026027;0,00;CRICH WAFERS/250G;0;19,00;0,00;0,00;0,00;
8008620052616;ART00026023;0,00;CRICH/WAFERS/250G;0;19,00;0,00;0,00;0,00;
8002085001615;ART00025263;0,00;CRIK CROK 125G;0;19,00;0,00;0,00;0,00;
8002085001899;8002085001899;0,00;CRIK CROK BARBECUE;0;19,00;0,00;0,00;0,00;
8002085001646;ART00025264;0,00;CRIK CROK ONION165;0;19,00;0,00;0,00;0,00;
8002085001257;ART00025260;0,00;CRIK CROK ORIGINAL10;0;19,00;0,00;0,00;0,00;
8002085001264;ART00025261;0,00;CRIK CROK PAPRIKA100;0;19,00;0,00;0,00;0,00;
8002085001776;8002085001776;0,00;CRIK CROK PLUS;0;19,00;0,00;0,00;0,00;
5410103013343;ART00015945;0,00;CRISAL MECHE;0;19,00;0,00;0,00;0,00;
6130114000383;ART00017961;0,00;CRISE CONFITES 60G;0;19,00;0,00;0,00;0,00;
9002859087615;9002859087615;0,00;CRISPY APPEL 150G;0;19,00;0,00;0,00;0,00;
8691707091853;8691707091853;0,00;CRISS;0;19,00;0,00;0,00;0,00;
8437014689051;8437014689051;0,00;CRISTASOL AJAX;0;19,00;0,00;0,00;0,00;
8715300306142;ART00030350;0,00;CRME TOPPING CAMPINA;0;19,00;0,00;0,00;0,00;
6130015061933;ART00017535;0,00;CROC MATIN BIMO;0;19,00;0,00;0,00;0,00;
8010121013072;ART00026134;0,00;CROISSAN MANGIAMI;0;19,00;0,00;0,00;0,00;
8002371000193;ART00025314;0,00;CROISSANT ABRICOT 8U;0;19,00;0,00;0,00;0,00;
8002371003736;ART00025325;0,00;CROISSANT ANTONELLI;0;19,00;0,00;0,00;0,00;
8002371003750;ART00025326;0,00;CROISSANT ANTONELLI;0;19,00;0,00;0,00;0,00;
8002371007888;ART00025336;0,00;CROISSANT ANTONELLI;0;19,00;0,00;0,00;0,00;
6132502960149;ART00021729;0,00;CROISSANT B.BP4;0;19,00;0,00;0,00;0,00;
8002371000162;ART00025313;0,00;CROISSANT CHOCO 8U;0;19,00;0,00;0,00;0,00;
8002371007901;ART00025338;0,00;CROISSANT DIET ANAT;0;19,00;0,00;0,00;0,00;
8002371003903;ART00025327;0,00;CROISSANT DORA ABR;0;19,00;0,00;0,00;0,00;
8002371001503;ART00025320;0,00;CROISSANT DORA CHOCO;0;19,00;0,00;0,00;0,00;
9336548000242;ART00031368;0,00;CROISSANT EUROBISC C;0;19,00;0,00;0,00;0,00;
6135522100014;ART00022565;0,00;CROISSANT GOUTY CHOC;0;19,00;0,00;0,00;0,00;
6132508770018;6132508770018;0,00;CROISSANT MATINEE;0;19,00;0,00;0,00;0,00;
6130033219996;6130033219996;0,00;CROISSANT OBRIO ;0;19,00;0,00;0,00;0,00;
2002020800279;ART00002203;0,00;CROISSANT PAIN CHOCO;0;19,00;0,00;0,00;0,00;
6132500440155;ART00021112;0,00;CROISSANT SAHAELIENN;0;19,00;0,00;0,00;0,00;
8002371004061;ART00025332;0,00;CROISSANT/CHOCO/V/5;0;19,00;0,00;0,00;0,00;
8002371007895;ART00025337;0,00;CROISSANT/DIET ANAT;0;19,00;0,00;0,00;0,00;
8002371000674;ART00025318;0,00;CROISSANTS CREME/05;0;19,00;0,00;0,00;0,00;
8002371000643;ART00025317;0,00;CROISSANTS/CHOCO/05;0;19,00;0,00;0,00;0,00;
8002371000353;ART00025315;0,00;CROISSANTS/FRAISE/05;0;19,00;0,00;0,00;0,00;
6132508030266;ART00022114;0,00;CROISSON CHAFIA 1U;0;19,00;0,00;0,00;0,00;
6132508620207;6132508620207;0,00;CROPUE MONSIEUR COMPLET;0;19,00;0,00;0,00;0,00;
6132508620191;6132508620191;0,00;CROPUE MONSIEUR NATOR;0;19,00;0,00;0,00;0,00;
6132501370444;ART00021287;0,00;CROQUETTE SAUMON;0;19,00;0,00;0,00;0,00;
6194000503327;ART00022864;0,00;CROQUETTE TOM 90G;0;19,00;0,00;0,00;0,00;
8413037644901;ART00027513;0,00;CROQUETTES CHAT/1.5;0;19,00;0,00;0,00;0,00;
4001967342345;ART00013275;0,00;CROQUETTES CHAT/1.5;0;19,00;0,00;0,00;0,00;
8413037642907;ART00027512;0,00;CROQUETTES CHAT/820;0;19,00;0,00;0,00;0,00;
8429037006601;ART00027736;0,00;CROQUETTES CHIEN/4KG;0;19,00;0,00;0,00;0,00;
8429037001071;ART00027735;0,00;CROQUETTES COTECAT;0;19,00;0,00;0,00;0,00;
8429037001040;ART00027733;0,00;CROQUETTES COTECAT;0;19,00;0,00;0,00;0,00;
8009470009041;ART00026112;0,00;CROQUETTES SIMBA/2KG;0;19,00;0,00;0,00;0,00;
8009470016063;ART00026118;0,00;CROQUETTES/SIMBA/2KG;0;19,00;0,00;0,00;0,00;
6130426001184;ART00018686;0,00;CROSTIS WAFI 390G;0;19,00;0,00;0,00;0,00;
6130505197821;ART00018969;0,00;CROTTE DE CHOCOLAT;0;19,00;0,00;0,00;0,00;
6133223000138;6133223000138;0,00;CROUSTI BON;0;19,00;0,00;0,00;0,00;
20006174;ART00000420;0,00;CROUSTILLANTS 250G;0;19,00;0,00;0,00;0,00;
6132011100036;ART00020859;0,00;CROUSTILLE LU CHOCO;0;19,00;0,00;0,00;0,00;
6132011100043;ART00020860;0,00;CROUSTILLE LU LAIT;0;19,00;0,00;0,00;0,00;
6134166000162;6134166000162;0,00;CROUSTINA CHORBA FRIK;0;19,00;0,00;0,00;0,00;
6130390000367;6130390000367;0,00;CROUSTINO;0;19,00;0,00;0,00;0,00;
6131035001084;6131035001084;0,00;CROX;0;19,00;0,00;0,00;0,00;
6131035000988;6131035000988;0,00;CROX 50G BBQ ;0;19,00;0,00;0,00;0,00;
6131035001008;6131035001008;0,00;CROX 50G MEXICAN ;0;19,00;0,00;0,00;0,00;
6131035001015;6131035001015;0,00;CROX 50G NATURE ;0;19,00;0,00;0,00;0,00;
6131035000483;6131035000483;0,00;CROX 60G;0;19,00;0,00;0,00;0,00;
6131035000438;6131035000438;0,00;CROX 60G;0;19,00;0,00;0,00;0,00;
6131035001053;6131035001053;0,00;CROX 80G BBQ ;0;19,00;0,00;0,00;0,00;
6131035001060;6131035001060;0,00;CROX 80G NATURE ;0;19,00;0,00;0,00;0,00;
6131035001039;6131035001039;0,00;CROX 80G PIZZA ;0;19,00;0,00;0,00;0,00;
6131035001046;6131035001046;0,00;CROX 80G POULET ;0;19,00;0,00;0,00;0,00;
6131035000476;6131035000476;0,00;CROX AMANDE 60G;0;19,00;0,00;0,00;0,00;
6131035000674;6131035000674;0,00;CROX AMANDES;0;19,00;0,00;0,00;0,00;
6131035000711;6131035000711;0,00;CROX AMANDES 100GR;0;19,00;0,00;0,00;0,00;
6131035000216;6131035000216;0,00;CROX CACAHUETES ;0;19,00;0,00;0,00;0,00;
6131035000490;6131035000490;0,00;CROX CACAHUETES 30G ;0;19,00;0,00;0,00;0,00;
6131035000759;6131035000759;0,00;CROX COCTAIL;0;19,00;0,00;0,00;0,00;
6131035000704;6131035000704;0,00;CROX COKTAIL 30G ;0;19,00;0,00;0,00;0,00;
6131035000971;6131035000971;0,00;CROX FROMAGE 50G ;0;19,00;0,00;0,00;0,00;
6131035000780;6131035000780;0,00;CROX GRAIN DE COURGE 30G ;0;19,00;0,00;0,00;0,00;
6131035000742;6131035000742;0,00;CROX MILANGE 100G;0;19,00;0,00;0,00;0,00;
6131035000865;6131035000865;0,00;CROX MIX ;0;19,00;0,00;0,00;0,00;
6131035000681;6131035000681;0,00;CROX NOIX DE CAJOU 35G;0;19,00;0,00;0,00;0,00;
6131035000698;6131035000698;0,00;CROX PISTACH 30G;0;19,00;0,00;0,00;0,00;
6131035000728;6131035000728;0,00;CROX PISTACHES 100GR;0;19,00;0,00;0,00;0,00;
6131035001077;6131035001077;0,00;crox puzza 20g;0;19,00;0,00;0,00;0,00;
6111251310122;ART00017359;0,00;CRQUETTES CHAT/2KG;0;19,00;0,00;0,00;0,00;
8000300331158;8000300331158;0,00;CRUNCH;0;19,00;0,00;0,00;0,00;
8000300339413;8000300339413;0,00;CRUNCH BISKOTO;0;19,00;0,00;0,00;0,00;
8000300300390;8000300300390;0,00;CRUNCH NOIR;0;19,00;0,00;0,00;0,00;
7613034932266;7613034932266;0,00;CRUNCH PROMO 750G ;0;19,00;0,00;0,00;0,00;
7613032427313;ART00024363;0,00;CRUNCH SNACK;0;19,00;0,00;0,00;0,00;
7613030605348;ART00024335;0,00;CRUNCH SNACK 1B;0;19,00;0,00;0,00;0,00;
7613030605409;ART00024336;0,00;CRUNCH SNACK 3B;0;19,00;0,00;0,00;0,00;
7613032413491;ART00024362;0,00;CRUNCH SNACK 3U;0;19,00;0,00;0,00;0,00;
3069942261501;ART00005604;0,00;CRUNCH TOP 35 G;0;19,00;0,00;0,00;0,00;
4018077720901;ART00014611;0,00;CRUNCHIPS LORENZ 100;0;19,00;0,00;0,00;0,00;
4018077650512;ART00014603;0,00;CRUNCHIPS LORENZ 100;0;19,00;0,00;0,00;0,00;
4018077695032;ART00014609;0,00;CRUNCHIPS LORENZ 100;0;19,00;0,00;0,00;0,00;
4017100712203;ART00014590;0,00;CRUNCHIPS LORENZ 100;0;19,00;0,00;0,00;0,00;
4017100713903;ART00014591;0,00;CRUNCHIPS LORENZ 100;0;19,00;0,00;0,00;0,00;
4018077675300;ART00014605;0,00;CRUNCHIPS LORENZ 150;0;19,00;0,00;0,00;0,00;
4018077675409;ART00014606;0,00;CRUNCHIPS LORENZ 150;0;19,00;0,00;0,00;0,00;
4018077675508;ART00014607;0,00;CRUNCHIPS LORENZ 150;0;19,00;0,00;0,00;0,00;
6130350000161;ART00018490;0,00;CRUSTY BEURRE 350G;0;19,00;0,00;0,00;0,00;
6886800002932;6886800002932;0,00;CRUVETTE DEC 500 GM;0;19,00;0,00;0,00;0,00;
6133630000202;ART00022468;0,00;CRYSYL NOIR AMIR/1L;0;19,00;0,00;0,00;0,00;
6130552005520;6130552005520;0,00;CTEXT ARTISTICO ;0;19,00;0,00;0,00;0,00;
98;ART00000098;0,00;CUBE JUMBO MAGI 1U;0;19,00;0,00;0,00;0,00;
6111018604204;ART00017232;0,00;CUBE MAGGI BOEUF48U;0;19,00;0,00;0,00;0,00;
6111018604228;ART00017233;0,00;CUBE MAGGI MOUTON48U;0;19,00;0,00;0,00;0,00;
6111018604181;ART00017231;0,00;CUBE MAGGI POULET48U;0;19,00;0,00;0,00;0,00;
8680579801516;ART00027929;0,00;CUBE POULET DELISH;0;19,00;0,00;0,00;0,00;
6132501440444;ART00021341;0,00;CUBEBE ASIATIQUES 20;0;19,00;0,00;0,00;0,00;
8680579801028;ART00027928;0,00;CUBES BOUILLON/DELIS;0;19,00;0,00;0,00;0,00;
6291101710835;ART00023623;0,00;CUIERE MAPCO 50U;0;19,00;0,00;0,00;0,00;
6930867566019;ART00023935;0,00;CUIERE PM 24P;0;19,00;0,00;0,00;0,00;
6133330000069;ART00022345;0,00;CUILERES JEUTABLE/24;0;19,00;0,00;0,00;0,00;
8691257800349;ART00028620;0,00;CUILLER ELITE 200P;0;19,00;0,00;0,00;0,00;
2000000000862;ART00032887;0,00;CUILLERE A DESSERT TABLEWARE 6P;0;19,00;0,00;0,00;0,00;
2000000000855;ART00032886;0,00;CUILLERE A SOUPE TABLEWARE6P;0;19,00;0,00;0,00;0,00;
5061234567931;ART00015542;0,00;CUILLERE GETABLE PM5;0;19,00;0,00;0,00;0,00;
2002021000210;ART00002239;0,00;CUILLERE JETABLE;0;19,00;0,00;0,00;0,00;
6291033515157;ART00023581;0,00;CUILLERE JETABLE 50U;0;19,00;0,00;0,00;0,00;
2002021000296;ART00002247;0,00;CUILLERE JETABLE GM;0;19,00;0,00;0,00;0,00;
6926978950021;ART00023884;0,00;CUILLERES A CAFE 10U;0;19,00;0,00;0,00;0,00;
8008570610003;ART00026015;0,00;CUILLERES BIBO P20;0;19,00;0,00;0,00;0,00;
8033102845028;ART00026280;0,00;CUILLERES PLASTIQUE/;0;19,00;0,00;0,00;0,00;
8697656000090;ART00029223;0,00;CUILLERS PLASTIQUE P;0;19,00;0,00;0,00;0,00;
6588001321576;6588001321576;0,00;CUILLIER ARGO ;0;19,00;0,00;0,00;0,00;
4008496760459;ART00032246;0,00;CUISEURE FAPEUR RUSSELL RH19270;0;19,00;0,00;0,00;0,00;
3161451019939;ART00006802;0,00;CUISSE DE CANARD/1.6;0;19,00;0,00;0,00;0,00;
3092830455324;ART00005964;0,00;CUIVRE JOHNSON150ML;0;19,00;0,00;0,00;0,00;
3560070133420;ART00010914;0,00;CULO CHAMPION>16 36U;0;19,00;0,00;0,00;0,00;
3560070133451;ART00010915;0,00;CULO CHAMPION>16 36U;0;19,00;0,00;0,00;0,00;
6132123303615;6132123303615;0,00;CUMIN;0;19,00;0,00;0,00;0,00;
2002021300266;ART00002454;0,00;CUMIN  ASIATIQUE;0;19,00;0,00;0,00;0,00;
6132501440178;ART00021315;0,00;CUMIN ASIATIQUE;0;19,00;0,00;0,00;0,00;
6130384000915;6130384000915;0,00;CUMIN CAB  15 G ;0;19,00;0,00;0,00;0,00;
3275920119454;ART00008961;0,00;CUMIN DUCROS;0;19,00;0,00;0,00;0,00;
